IND,LINHA_CODI,CODIGO,SENTIDO,NOME,DISTANCIA,DATA_CRIA,DECADA,PRI_VIAG,ULT_VIAG,COD_AREA,TP_LINHA,EMPRESA1,EMPRESA2,CONSORCIO,SUBSISTEMA,FROTA,MED_UTIL,MED_SAB,MED_DOM,MAX_581,MAX_582,MAX_16191,MAX_16192,TOT_PART,TP_FROT1,QTD_FROT1,TP_FROT2,QTD_FROT2,TP_FROT3,QTD_FROT3,TP_FROT4,QTD_FROT4,CLASSE,PASS_DIN,PASS_BCOM,PASS_BMENS,PASS_BEST,PASS_BESM,PASS_BVT,PASS_BVTME,PASS_INMC,PASS_INMCM,PASS_PAGA,PASS_INBUS,PASS_GRAT,TOTAL_PASS,END_GAR,TRECH_LOG,MS_REF
1982,374V-10_1,374V-10,1,JD. SANTANA - METRÔ ITAQUERA,7451.0,2006,2000,04:00,00:20,AREA 3,PERMISSAO,COOPER QUART AÇ?O,,Allibus,SUBSISTEMA LOCAL,10,7903,4766,2248,10,8,8,8,138,MINIÔNIBUS,4,MIDIÔNIBUS,6,,0,,0,DIURNA  (D),1020,3583,2785,7915,3546,3552,62,2890,218,124994,4016,3097,196126,"Rua Joaquim Marra, 1783",87,Setembro
1983,1703-10_1,1703-10,1,JD. FONTALIS - CENTER NORTE,14485.35,2001,2000,04:30,23:45,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,8,5086,3372,2634,5,4,3,4,64,B-SICO,8,,0,,0,,0,DIURNA  (D),1410,2829,1574,2480,3485,2334,102,2275,76,75734,3564,2038,131759,"Rua Maria Amália Lopes de Azevedo, 1.705",160,Setembro
1984,374V-10_2,374V-10,2,JD. SANTANA - METRÔ ITAQUERA,8158.42,2006,2000,04:30,00:40,AREA 3,PERMISSAO,COOPER QUART AÇ?O,,Allibus,SUBSISTEMA LOCAL,10,7903,4766,2248,8,10,8,8,132,MINIÔNIBUS,4,MIDIÔNIBUS,6,,0,,0,DIURNA  (D),1020,3583,2785,7915,3546,3552,62,2890,218,124994,4016,3097,196126,"Rua Joaquim Marra, 1783",92,Setembro
1985,3751-10_1,3751-10,1,COHAB PRESTES MAIA - METRÔ ITAQUERA,12846.44,2003,2000,04:00,00:30,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,18,6937,5593,4066,8,8,8,8,134,MINIÔNIBUS,18,,0,,0,,0,DIURNA  (D),9017,3981,3508,5191,3556,3750,87,1989,560,119140,4559,3816,202901,"Av. Jacu Pêssego, 541",115,Setembro
1986,3751-10_2,3751-10,2,COHAB PRESTES MAIA - METRÔ ITAQUERA,14217.92,2003,2000,04:30,01:05,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,18,6937,5593,4066,8,8,8,8,134,MINIÔNIBUS,18,,0,,0,,0,DIURNA  (D),9017,3981,3508,5191,3556,3750,87,1989,560,119140,4559,3816,202901,"Av. Jacu Pêssego, 541",123,Setembro
1987,3751-21_1,3751-21,1,COHAB PRESTES MAIA - METRÔ ITAQUERA,9665.91,2003,2000,03:50,07:59,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,5,1995,1304,906,5,0,0,0,20,MINIÔNIBUS,5,,0,,0,,0,DIURNA  (D),837,3557,324,498,307,3540,10,1803,60,10936,3988,3307,18231,"Av. Jacu Pêssego, 541",76,Setembro
1988,3754-10_1,3754-10,1,INACIO MONTEIRO - METRÔ ITAQUERA,14052.56,1990,1990,03:45,00:00,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,17,12375,11004,7924,12,12,12,12,203,MINIÔNIBUS,10,MIDIÔNIBUS,7,,0,,0,DIURNA  (D),2050,6878,3938,1006,5190,6085,311,4306,491,213199,7571,6392,352832,"Rua Tibúrcio de Souza, 2083",157,Setembro
1989,3754-10_2,3754-10,2,INACIO MONTEIRO - METRÔ ITAQUERA,13958.08,1990,1990,04:17,00:50,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,17,12375,11004,7924,12,12,12,12,203,MINIÔNIBUS,10,MIDIÔNIBUS,7,,0,,0,DIURNA  (D),2050,6878,3938,1006,5190,6085,311,4306,491,213199,7571,6392,352832,"Rua Tibúrcio de Souza, 2083",157,Setembro
1990,3756-10_1,3756-10,1,BARRO BRANCO - METRÔ ITAQUERA,12585.13,1997,1990,04:00,00:40,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,16,10335,8829,5937,8,8,8,7,118,B-SICO,1,MINIÔNIBUS,8,MIDIÔNIBUS,7,,0,DIURNA  (D),1587,6373,4696,7367,4141,5912,262,3602,506,191731,8835,4731,327399,"Rua Tibúrcio de Souza, 2083",119,Setembro
1991,3756-10_2,3756-10,2,BARRO BRANCO - METRÔ ITAQUERA,13208.87,1997,1990,04:35,01:15,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,16,10335,8829,5937,8,8,7,8,118,B-SICO,1,MINIÔNIBUS,8,MIDIÔNIBUS,7,,0,DIURNA  (D),1587,6373,4696,7367,4141,5912,262,3602,506,191731,8835,4731,327399,"Rua Tibúrcio de Souza, 2083",132,Setembro
1992,375V-10_1,375V-10,1,METRÔ TAMANDUATEÍ - METRÔ ALTO DO IPIRANGA,11477.92,1999,1990,05:30,23:30,AREA 5,CONCESSAO,VIA SUL,,VIA SUL,SUBSISTEMA ESTRUTURAL,5,1840,673,334,5,0,4,0,66,B-SICO,2,PADRON,3,,0,,0,DIURNA  (D),2994,8041,576,2733,1402,9752,30,2368,39,27935,9352,7156,44443,"Av. do Cursino, 5.797",110,Setembro
1993,3761-10_1,3761-10,1,3A. DIVISAO - METRÔ CARRÃO,21203.72,1986,1980,04:00,23:45,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,25,12515,9114,4658,9,9,10,10,152,MINIÔNIBUS,10,MIDIÔNIBUS,15,,0,,0,DIURNA  (D),1684,6012,4327,8335,5254,4765,222,1955,328,162644,7476,3381,271226,"Av. Jacu Pêssego, 541",180,Setembro
1994,1703-10_2,1703-10,2,JD. FONTALIS - CENTER NORTE,14465.34,2001,2000,05:15,00:30,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,8,5086,3372,2634,4,5,4,3,64,B-SICO,8,,0,,0,,0,DIURNA  (D),1410,2829,1574,2480,3485,2334,102,2275,76,75734,3564,2038,131759,"Rua Maria Amália Lopes de Azevedo, 1.705",157,Setembro
1995,3761-10_2,3761-10,2,3A. DIVISAO - METRÔ CARRÃO,20734.31,1986,1980,05:05,00:35,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,25,12515,9114,4658,9,9,10,10,152,MINIÔNIBUS,10,MIDIÔNIBUS,15,,0,,0,DIURNA  (D),1684,6012,4327,8335,5254,4765,222,1955,328,162644,7476,3381,271226,"Av. Jacu Pêssego, 541",196,Setembro
1996,3762-10_1,3762-10,1,JARDIM IVA - METRÔ TATUAPÉ,13786.68,1981,1980,04:30,23:20,AREA 3,PERMISSAO,COOPER QUART AÇ?O,TRANSCOOPER,Allibus,SUBSISTEMA LOCAL,21,16718,10996,5748,10,9,8,8,161,MINIÔNIBUS,11,MIDIÔNIBUS,10,,0,,0,DIURNA  (D),3472,8321,6180,1270,6771,6706,279,3869,550,216052,3172,9032,406872,"Rua Joaquim Marra, 1783",183,Setembro
1997,3762-10_2,3762-10,2,JARDIM IVA - METRÔ TATUAPÉ,13857.04,1981,1980,05:05,00:25,AREA 3,PERMISSAO,COOPER QUART AÇ?O,TRANSCOOPER,Allibus,SUBSISTEMA LOCAL,21,16718,10996,5748,9,10,8,8,161,MINIÔNIBUS,11,MIDIÔNIBUS,10,,0,,0,DIURNA  (D),3472,8321,6180,1270,6771,6706,279,3869,550,216052,3172,9032,406872,"Rua Joaquim Marra, 1783",195,Setembro
1998,3763-10_1,3763-10,1,TERM. VILA CARRAO - METRÔ TATUAPÉ,12055.08,1982,1980,04:10,00:00,AREA 4,PERMISSAO,TRANSCOOPER,,Allibus,SUBSISTEMA LOCAL,36,31538,16716,7920,20,20,17,17,287,MINIÔNIBUS,11,MIDIÔNIBUS,25,,0,,0,DIURNA  (D),3787,1214,1272,2224,1320,9220,958,6110,921,362723,2157,1296,708079,"Rua Joaquim Marra, 1783",157,Setembro
1999,3763-10_2,3763-10,2,TERM. VILA CARRAO - METRÔ TATUAPÉ,11216.75,1982,1980,04:50,00:40,AREA 4,PERMISSAO,TRANSCOOPER,,Allibus,SUBSISTEMA LOCAL,36,31538,16716,7920,20,20,17,17,289,MINIÔNIBUS,11,MIDIÔNIBUS,25,,0,,0,DIURNA  (D),3787,1214,1272,2224,1320,9220,958,6110,921,362723,2157,1296,708079,"Rua Joaquim Marra, 1783",149,Setembro
2000,3766-10_1,3766-10,1,COHAB II - METRÔ ITAQUERA,9482.27,1982,1980,04:20,00:15,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,16,11451,8068,6470,12,12,10,10,154,MINIÔNIBUS,14,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),1427,4535,3292,7168,4437,4105,235,2524,265,141328,5657,7230,270212,"Av. Jacu Pêssego, 541",109,Setembro
2001,3766-10_2,3766-10,2,COHAB II - METRÔ ITAQUERA,10766.15,1982,1980,04:49,00:50,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,16,11451,8068,6470,12,12,10,10,154,MINIÔNIBUS,14,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),1427,4535,3292,7168,4437,4105,235,2524,265,141328,5657,7230,270212,"Av. Jacu Pêssego, 541",115,Setembro
2002,3768-10_1,3768-10,1,VILA YOLANDA - CPTM JOSÉ BONIFÁCIO,11226.49,1982,1980,03:30,00:05,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,10,6723,4821,3175,6,6,5,5,99,MINIÔNIBUS,8,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),7487,3728,2807,3613,2681,3551,161,3038,436,120366,4041,2868,189471,"Rua Tibúrcio de Souza, 2083",138,Setembro
2003,3768-10_2,3768-10,2,VILA YOLANDA - CPTM JOSÉ BONIFÁCIO,12170.13,1982,1980,03:40,00:30,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,10,6723,4821,3175,6,6,5,5,99,MINIÔNIBUS,8,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),7487,3728,2807,3613,2681,3551,161,3038,436,120366,4041,2868,189471,"Rua Tibúrcio de Souza, 2083",150,Setembro
2004,3773-10_1,3773-10,1,RES. SANTA BARBARA - METRÔ CARRÃO,19534.16,1981,1980,03:50,23:45,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,20,10249,6975,4104,8,8,8,8,128,MINIÔNIBUS,19,MIDIÔNIBUS,1,,0,,0,DIURNA  (D),1380,3798,3084,7822,4219,3563,197,2110,371,124218,5143,3757,213220,"Av. Jacu Pêssego, 541",151,Setembro
2005,1705-10_1,1705-10,1,JD. SAO JOAO - METRÔ TUCURUVI,9001.64,2001,2000,04:10,00:00,AREA 2,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,19,13949,12180,6589,16,16,14,14,241,MINIÔNIBUS,19,,0,,0,,0,DIURNA  (D),2129,6695,5582,1025,1097,5313,381,4841,899,217887,7987,6777,365530,"Rua Antonelo da Messina, 1.726",116,Setembro
2006,3773-10_2,3773-10,2,RES. SANTA BARBARA - METRÔ CARRÃO,19860.35,1981,1980,04:35,00:35,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,20,10249,6975,4104,8,8,8,8,128,MINIÔNIBUS,19,MIDIÔNIBUS,1,,0,,0,DIURNA  (D),1380,3798,3084,7822,4219,3563,197,2110,371,124218,5143,3757,213220,"Av. Jacu Pêssego, 541",171,Setembro
2007,3778-10_1,3778-10,1,JD. SANTA TEREZINHA - METRÔ CARRÃO,13363.59,1983,1980,04:20,23:40,AREA 4,PERMISSAO,TRANSCOOPER,,Allibus,SUBSISTEMA LOCAL,17,12300,9195,5471,9,8,9,8,127,MINIÔNIBUS,12,MIDIÔNIBUS,5,,0,,0,DIURNA  (D),1805,5314,4610,1034,5802,4175,344,2321,281,157559,7036,4683,274760,"Rua Joaquim Marra, 1783",165,Setembro
2008,3778-10_2,3778-10,2,JD. SANTA TEREZINHA - METRÔ CARRÃO,13365.28,1983,1980,05:05,00:40,AREA 4,PERMISSAO,TRANSCOOPER,,Allibus,SUBSISTEMA LOCAL,17,12300,9195,5471,8,9,8,9,127,MINIÔNIBUS,12,MIDIÔNIBUS,5,,0,,0,DIURNA  (D),1805,5314,4610,1034,5802,4175,344,2321,281,157559,7036,4683,274760,"Rua Joaquim Marra, 1783",164,Setembro
2009,3785-10_1,3785-10,1,COHAB BARRO BRANCO - METRÔ ITAQUERA,18213.01,1985,1980,03:50,00:30,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,19,5326,4585,1909,9,9,8,9,141,MINIÔNIBUS,14,MIDIÔNIBUS,5,,0,,0,DIURNA  (D),1033,4603,3036,4821,3167,4216,178,1445,327,124521,4966,3330,207498,"Av. Jacu Pêssego, 541",151,Setembro
2010,3785-10_2,3785-10,2,COHAB BARRO BRANCO - METRÔ ITAQUERA,19854.07,1985,1980,04:42,01:00,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,19,5326,4585,1909,9,9,9,8,141,MINIÔNIBUS,14,MIDIÔNIBUS,5,,0,,0,DIURNA  (D),1033,4603,3036,4821,3167,4216,178,1445,327,124521,4966,3330,207498,"Av. Jacu Pêssego, 541",187,Setembro
2011,3787-10_1,3787-10,1,CID. TIRADENTES - METRÔ ITAQUERA,18433.56,2006,2000,03:45,23:40,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,22,10151,9075,5419,8,8,8,8,133,MINIÔNIBUS,14,MIDIÔNIBUS,8,,0,,0,DIURNA  (D),1152,4318,3214,5152,3671,4376,208,1960,331,130654,5812,4114,229926,"Av. Jacu Pêssego, 541",155,Setembro
2012,3787-10_2,3787-10,2,CID. TIRADENTES - METRÔ ITAQUERA,19075.17,2006,2000,04:47,01:10,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,22,10151,9075,5419,8,8,8,8,133,MINIÔNIBUS,14,MIDIÔNIBUS,8,,0,,0,DIURNA  (D),1152,4318,3214,5152,3671,4376,208,1960,331,130654,5812,4114,229926,"Av. Jacu Pêssego, 541",168,Setembro
2013,3789-10_1,3789-10,1,CID. TIRADENTES - METRÔ ITAQUERA,19577.92,1992,1990,03:45,23:45,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,30,13846,11782,10635,10,10,10,10,162,MINIÔNIBUS,22,MIDIÔNIBUS,8,,0,,0,DIURNA  (D),1992,7383,5235,8848,6107,6509,536,2269,515,202790,9021,6982,362828,"Av. Jacu Pêssego, 541",179,Setembro
2014,3789-10_2,3789-10,2,CID. TIRADENTES - METRÔ ITAQUERA,20254.19,1992,1990,04:50,00:50,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,30,13846,11782,10635,10,10,10,10,162,MINIÔNIBUS,22,MIDIÔNIBUS,8,,0,,0,DIURNA  (D),1992,7383,5235,8848,6107,6509,536,2269,515,202790,9021,6982,362828,"Av. Jacu Pêssego, 541",181,Setembro
2015,3791-10_1,3791-10,1,SHOPPING ARICANDUVA - METRÔ ARTUR ALVIM,7180.21,2003,2000,04:30,00:20,AREA 4,PERMISSAO,TRANSCOOPER,,Allibus,SUBSISTEMA LOCAL,12,11726,9112,6031,10,10,9,9,153,MINIÔNIBUS,12,,0,,0,,0,DIURNA  (D),1941,4953,4523,6512,4474,3682,287,2033,296,142197,9748,5914,298831,"Rua Joaquim Marra, 1783",86,Setembro
2016,1018-10_2,1018-10,2,VILA ROSA - METRÔ SANTANA,10216.59,2001,2000,05:15,00:45,AREA 2,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,13,8241,5862,3120,10,10,9,9,145,MINIÔNIBUS,13,,0,,0,,0,DIURNA  (D),1303,3645,3241,5155,4193,2192,247,1159,113,95950,4848,3445,178890,"Rua Antonelo da Messina, 1.726",111,Setembro
2017,1705-10_2,1705-10,2,JD. SAO JOAO - METRÔ TUCURUVI,8159.88,2001,2000,04:35,00:50,AREA 2,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,19,13949,12180,6589,16,16,14,14,241,MINIÔNIBUS,19,,0,,0,,0,DIURNA  (D),2129,6695,5582,1025,1097,5313,381,4841,899,217887,7987,6777,365530,"Rua Antonelo da Messina, 1.726",109,Setembro
2018,3791-10_2,3791-10,2,SHOPPING ARICANDUVA - METRÔ ARTUR ALVIM,8343.57,2003,2000,04:30,00:40,AREA 4,PERMISSAO,TRANSCOOPER,,Allibus,SUBSISTEMA LOCAL,12,11726,9112,6031,10,10,9,9,154,MINIÔNIBUS,12,,0,,0,,0,DIURNA  (D),1941,4953,4523,6512,4474,3682,287,2033,296,142197,9748,5914,298831,"Rua Joaquim Marra, 1783",103,Setembro
2019,3793-10_1,3793-10,1,CID. TIRADENTES - METRÔ PENHA,23490.86,2003,2000,03:40,23:30,AREA 3,PERMISSAO,PAULISTANA,,,SUBSISTEMA LOCAL,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,DIURNA  (D),10474,52168,4083,5064,1966,48777,450,17565,588,141135,71964,29490,17594,"Av. Augusto Antunes, 816",175,Maio
2020,3793-10_2,3793-10,2,CID. TIRADENTES - METRÔ PENHA,25806.37,2003,2000,04:25,00:40,AREA 3,PERMISSAO,PAULISTANA,,,SUBSISTEMA LOCAL,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,DIURNA  (D),10474,52168,4083,5064,1966,48777,450,17565,588,141135,71964,29490,17594,"Av. Augusto Antunes, 816",214,Maio
2021,3795-10_1,3795-10,1,JD. SAO CARLOS - METRÔ ITAQUERA,15165.43,2003,2000,04:20,00:15,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,10,4719,3427,2078,5,5,5,5,82,MINIÔNIBUS,8,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),6895,2208,2206,3790,1924,2261,48,1887,111,78544,3102,2487,134447,"Rua Tibúrcio de Souza, 2083",120,Setembro
2022,3795-10_2,3795-10,2,JD. SAO CARLOS - METRÔ ITAQUERA,15534.04,2003,2000,05:10,00:45,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,10,4719,3427,2078,5,5,5,5,82,MINIÔNIBUS,8,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),6895,2208,2206,3790,1924,2261,48,1887,111,78544,3102,2487,134447,"Rua Tibúrcio de Souza, 2083",120,Setembro
2023,3796-10_1,3796-10,1,GLEBA DO PESSEGO - METRÔ ITAQUERA,10192.25,2003,2000,04:10,23:50,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,14,8368,6106,4055,9,8,8,8,128,MINIÔNIBUS,12,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),1012,3339,2579,5461,3744,3428,503,2347,261,113828,4482,2585,184510,"Av. Jacu Pêssego, 541",85,Setembro
2024,3796-10_2,3796-10,2,GLEBA DO PESSEGO - METRÔ ITAQUERA,10262.45,2003,2000,04:45,00:20,AREA 4,PERMISSAO,TRANSCOOPER,,Pêssego,SUBSISTEMA LOCAL,14,8368,6106,4055,8,9,8,8,126,MINIÔNIBUS,12,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),1012,3339,2579,5461,3744,3428,503,2347,261,113828,4482,2585,184510,"Av. Jacu Pêssego, 541",89,Setembro
2025,3901-10_1,3901-10,1,JD. DANFER - METRÔ PENHA,11502.96,2002,2000,05:00,23:15,AREA 3,CONCESSAO,VIP,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,5,1884,1425,663,4,3,3,3,50,B-SICO,5,,0,,0,,0,DIURNA  (D),4495,8711,542,1060,572,6895,45,2218,40,24578,1075,9634,44965,"Av. -guia de Haia, 2.344",143,Setembro
2026,3901-10_2,3901-10,2,JD. DANFER - METRÔ PENHA,9769.23,2002,2000,05:40,00:05,AREA 3,CONCESSAO,VIP,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,5,1884,1425,663,3,4,3,3,50,B-SICO,5,,0,,0,,0,DIURNA  (D),4495,8711,542,1060,572,6895,45,2218,40,24578,1075,9634,44965,"Av. -guia de Haia, 2.344",129,Setembro
2027,3902-10_1,3902-10,1,ESTAÇÃO CPTM JD. ROMANO - GUAIANAZES,14788.73,2002,2000,03:35,00:40,AREA 3,CONCESSAO,VIP,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,10,10868,6353,3368,6,6,5,5,92,B-SICO,10,,0,,0,,0,DIURNA  (D),1957,4632,2800,6256,2808,4469,111,5157,1028,175163,5208,3606,263317,"Rua Tibúrcio de Souza, 2.663",198,Setembro
2028,1709-10_1,1709-10,1,JD. JOANA D'ARC - METRÔ TUCURUVI,11090.18,2001,2000,04:20,23:30,AREA 2,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,14,11668,8352,4967,12,0,10,0,142,MINIÔNIBUS,14,,0,,0,,0,DIURNA  (D),1629,4943,4095,8922,7694,3777,154,3448,354,159208,5390,5931,272427,"Rua Antonelo da Messina, 1.726",150,Setembro
2029,3902-10_2,3902-10,2,ESTAÇÃO CPTM JD. ROMANO - GUAIANAZES,14725.13,2002,2000,04:20,00:40,AREA 3,CONCESSAO,VIP,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,10,10868,6353,3368,6,6,5,5,91,B-SICO,10,,0,,0,,0,DIURNA  (D),1957,4632,2800,6256,2808,4469,111,5157,1028,175163,5208,3606,263317,"Rua Tibúrcio de Souza, 2.663",198,Setembro
2030,3903-10_1,3903-10,1,JD. VILA NOVA - PENHA,13729.9,2002,2000,05:00,23:00,AREA 3,CONCESSAO,VIP,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,5,2699,1729,0,3,3,3,3,50,B-SICO,5,,0,,0,,0,DIURNA  (D),4895,1452,650,1493,972,8446,102,369,22,31473,1460,1315,59237,"Av. -guia de Haia, 2.344",164,Setembro
2031,3903-10_2,3903-10,2,JD. VILA NOVA - PENHA,13760.85,2002,2000,05:45,23:35,AREA 3,CONCESSAO,VIP,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,5,2699,1729,0,3,3,3,3,50,B-SICO,5,,0,,0,,0,DIURNA  (D),4895,1452,650,1493,972,8446,102,369,22,31473,1460,1315,59237,"Av. -guia de Haia, 2.344",162,Setembro
2032,390E-10_1,390E-10,1,TERM. PENHA - TERM. PQ. D. PEDRO II,10705.15,2009,2000,04:00,23:59,AREA 3,CONCESSAO,EXPANDIR,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,13,6595,3389,1780,10,8,6,7,108,PADRON,7,ARTICULADO,6,,0,,0,DIURNA  (D),10983,29728,2898,2422,954,16922,212,2117,172,66408,76696,18579,7047,"Rua José de Alencar, 25",138,Maio
2033,390E-10_2,390E-10,2,TERM. PENHA - TERM. PQ. D. PEDRO II,10688.71,2009,2000,04:35,23:55,AREA 3,CONCESSAO,EXPANDIR,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,13,6595,3389,1780,8,10,7,6,106,PADRON,7,ARTICULADO,6,,0,,0,DIURNA  (D),10983,29728,2898,2422,954,16922,212,2117,172,66408,76696,18579,7047,"Rua José de Alencar, 25",144,Maio
2034,4001-10_1,4001-10,1,ITAQUERA - TERM VILA CARRÃO,12810.31,2013,2010,03:40,00:55,AREA 3,CONCESSAO,VIP,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,10,6421,3685,1958,6,6,5,6,90,PADRON,10,,0,,0,,0,DIURNA  (D),9661,2879,2853,2974,2709,1745,173,353,102,65074,5620,3116,152443,"Av. -guia de Haia, 2.344",139,Setembro
2035,4001-10_2,4001-10,2,ITAQUERA - TERM VILA CARRÃO,13294.68,2013,2010,04:10,01:25,AREA 3,CONCESSAO,VIP,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,10,6421,3685,1958,6,6,6,5,92,PADRON,10,,0,,0,,0,DIURNA  (D),9661,2879,2853,2974,2709,1745,173,353,102,65074,5620,3116,152443,"Av. -guia de Haia, 2.344",145,Setembro
2036,4002-10_1,4002-10,1,GUAIANAZES - TERM VILA CARRÃO,21477.99,2013,2010,04:00,00:10,AREA 3,CONCESSAO,VIP,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,16,10512,6070,3653,8,7,5,5,93,B-SICO,2,PADRON,14,,0,,0,DIURNA  (D),1606,4916,2865,5808,3154,3241,318,9055,195,119038,7260,4060,232243,"Av. -guia de Haia, 2.344",235,Setembro
2037,4002-10_2,4002-10,2,GUAIANAZES - TERM VILA CARRÃO,22013.43,2013,2010,04:55,01:10,AREA 3,CONCESSAO,VIP,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,16,10512,6070,3653,7,8,5,5,95,B-SICO,2,PADRON,14,,0,,0,DIURNA  (D),1606,4916,2865,5808,3154,3241,318,9055,195,119038,7260,4060,232243,"Av. -guia de Haia, 2.344",209,Setembro
2038,4003-10_1,4003-10,1,PRESTES MAIA - ET ITAQUERA,8293.09,2013,2010,03:40,01:00,AREA 4,CONCESSAO,NOVO HORIZONTE,,Express Transportes,SUBSISTEMA ESTRUTURAL,4,2427,1525,35,4,4,3,3,57,B-SICO,4,,0,,0,,0,DIURNA  (D),2578,1569,1373,1569,1050,1094,118,214,50,33592,2075,1254,66886,"Rua Jaime Ribeiro Wright, 1000",100,Setembro
2039,1709-21_1,1709-21,1,JD. JOAMAR - METRÔ TUCURUVI,6045.15,2010,2010,05:30,08:00,AREA 2,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,5,0,0,0,4,0,0,0,10,MINIÔNIBUS,5,,0,,0,,0,DIURNA  (D),502,3658,298,470,339,4044,6,427,11,9755,1032,1849,12636,"Rua Antonelo da Messina, 1.726",81,Setembro
2040,4003-10_2,4003-10,2,PRESTES MAIA - ET ITAQUERA,9160.57,2013,2010,04:05,01:30,AREA 4,CONCESSAO,NOVO HORIZONTE,,Express Transportes,SUBSISTEMA ESTRUTURAL,4,2427,1525,35,4,4,3,3,57,B-SICO,4,,0,,0,,0,DIURNA  (D),2578,1569,1373,1569,1050,1094,118,214,50,33592,2075,1254,66886,"Rua Jaime Ribeiro Wright, 1000",107,Setembro
2041,4004-10_1,4004-10,1,TERM. CID. TIRADENTES - BARRO BRANCO,9024.08,2013,2010,03:30,23:48,AREA 4,CONCESSAO,NOVO HORIZONTE,,Express Transportes,SUBSISTEMA ESTRUTURAL,10,7456,4628,3307,12,0,9,0,150,B-SICO,10,,0,,0,,0,DIURNA  (D),4128,2783,3595,1754,3033,2137,182,143,182,62229,7794,3668,176855,"Rua Jaime Ribeiro Wright, 1000",108,Setembro
