IND,LINHA_CODI,CODIGO,SENTIDO,NOME,DISTANCIA,DATA_CRIA,DECADA,PRI_VIAG,ULT_VIAG,COD_AREA,TP_LINHA,EMPRESA1,EMPRESA2,CONSORCIO,SUBSISTEMA,FROTA,MED_UTIL,MED_SAB,MED_DOM,MAX_581,MAX_582,MAX_16191,MAX_16192,TOT_PART,TP_FROT1,QTD_FROT1,TP_FROT2,QTD_FROT2,TP_FROT3,QTD_FROT3,TP_FROT4,QTD_FROT4,CLASSE,PASS_DIN,PASS_BCOM,PASS_BMENS,PASS_BEST,PASS_BESM,PASS_BVT,PASS_BVTME,PASS_INMC,PASS_INMCM,PASS_PAGA,PASS_INBUS,PASS_GRAT,TOTAL_PASS,END_GAR,TRECH_LOG,MS_REF
60,527R-10_1,527R-10,1,VILA IMPERIO - TERMINAL SANTO AMARO,14444.04,2002,2000,04:30,23:00,AREA 6,PERMISSAO,COOPERLIDER,,A2 Transportes,SUBSISTEMA LOCAL,16,9242,7072,3705,5,5,5,5,81,MIDIÔNIBUS,16,,0,,0,,0,DIURNA  (D),1798,4291,3622,5195,4177,3457,404,1614,125,110610,7178,4219,224588,"Estrada do Alvarenga, 999",170,Setembro
61,527R-10_2,527R-10,2,VILA IMPERIO - TERMINAL SANTO AMARO,14040.29,2002,2000,05:30,00:00,AREA 6,PERMISSAO,COOPERLIDER,,A2 Transportes,SUBSISTEMA LOCAL,16,9242,7072,3705,5,5,5,5,81,MIDIÔNIBUS,16,,0,,0,,0,DIURNA  (D),1798,4291,3622,5195,4177,3457,404,1614,125,110610,7178,4219,224588,"Estrada do Alvarenga, 999",165,Setembro
62,5290-10_1,5290-10,1,DIV. DIADEMA - PCA. JOAO MENDES,17936.51,1981,1980,04:15,23:20,AREA 6,CONCESSAO,TUPI,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,18,12102,5546,3311,11,5,6,6,87,PADRON (15 M),5,PADRON,8,ARTICULADO,5,,0,DIURNA  (D),1872,6193,5442,8625,6206,4216,527,1881,304,162734,8327,3810,284109,"Rua Jorge Duprat Figueiredo, 148",160,Setembro
63,5290-10_2,5290-10,2,DIV. DIADEMA - PCA. JOAO MENDES,17141.3,1981,1980,05:05,23:35,AREA 6,CONCESSAO,TUPI,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,18,12102,5546,3311,5,11,6,6,87,PADRON (15 M),5,PADRON,8,ARTICULADO,5,,0,DIURNA  (D),1872,6193,5442,8625,6206,4216,527,1881,304,162734,8327,3810,284109,"Rua Jorge Duprat Figueiredo, 148",147,Setembro
64,5300-10_1,5300-10,1,TERM. SANTO AMARO - TERM. PQ. D. PEDRO II,16312.27,1994,1990,04:18,23:45,AREA 7,CONCESSAO,GATUSA,,CONS. SETE,SUBSISTEMA ESTRUTURAL,27,25031,12197,9468,14,9,8,9,134,ARTICULADO (23 M),6,ARTICULADO,21,,0,,0,DIURNA  (D),2636,1115,1108,1107,8035,9334,882,2220,613,285110,2197,6181,566635,"Av. Guido Caloi, 1.200",116,Setembro
65,5300-10_2,5300-10,2,TERM. SANTO AMARO - TERM. PQ. D. PEDRO II,17943.56,1994,1990,04:20,23:45,AREA 7,CONCESSAO,GATUSA,,CONS. SETE,SUBSISTEMA ESTRUTURAL,27,25031,12197,9468,9,14,9,8,132,ARTICULADO (23 M),6,ARTICULADO,21,,0,,0,DIURNA  (D),2636,1115,1108,1107,8035,9334,882,2220,613,285110,2197,6181,566635,"Av. Guido Caloi, 1.200",127,Setembro
66,5317-10_1,5317-10,1,SESC - ORION - PRACA DO CORREIO,30396.53,1980,1980,04:30,23:10,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,15,8453,4365,56,7,4,4,4,66,PADRON,15,,0,,0,,0,DIURNA  (D),1440,4507,3458,6066,3295,3993,332,4506,205,117279,4357,2689,187753,"Rua Elisia Gonçalves Barcelos, 93",229,Setembro
67,5317-10_2,5317-10,2,SESC - ORION - PRACA DO CORREIO,32385.08,1980,1980,05:35,00:20,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,15,8453,4365,56,4,7,4,4,66,PADRON,15,,0,,0,,0,DIURNA  (D),1440,4507,3458,6066,3295,3993,332,4506,205,117279,4357,2689,187753,"Rua Elisia Gonçalves Barcelos, 93",264,Setembro
68,1741-10_1,1741-10,1,VILA DIONISIA - METRÔ SANTANA,9670.36,1978,1970,04:40,00:20,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,11,8631,5352,3025,7,8,5,7,94,B-SICO,11,,0,,0,,0,DIURNA  (D),1822,4464,3241,8270,4152,3509,401,2317,300,137509,4842,2344,209382,"Rua Elza Guimarães, 589",128,Setembro
69,5318-10_1,5318-10,1,CHACARA SANTANA - PRACA DA SE,24495.49,1977,1970,04:00,23:00,AREA 7,CONCESSAO,CAMPO BELO,,CONS. SETE,SUBSISTEMA ESTRUTURAL,26,23965,10332,7055,11,9,7,9,126,B-SICO,0,PADRON,0,ARTICULADO,26,,0,DIURNA  (D),3829,1225,9453,1363,8765,1306,1292,2049,462,345563,1415,5740,544543,"Av. Carlos Lacerda, 2.551",195,Setembro
70,5318-10_2,5318-10,2,CHACARA SANTANA - PRACA DA SE,25652.08,1977,1970,05:00,00:00,AREA 7,CONCESSAO,CAMPO BELO,,CONS. SETE,SUBSISTEMA ESTRUTURAL,26,23965,10332,7055,9,11,9,7,133,B-SICO,0,PADRON,0,ARTICULADO,26,,0,DIURNA  (D),3829,1225,9453,1363,8765,1306,1292,2049,462,345563,1415,5740,544543,"Av. Carlos Lacerda, 2.551",219,Setembro
71,5318-21_1,5318-21,1,PIRAPORINHA - PRACA DA SE,21899.78,1989,1980,05:25,07:30,AREA 7,CONCESSAO,CAMPO BELO,,CONS. SETE,SUBSISTEMA ESTRUTURAL,7,0,0,0,3,0,0,0,7,ARTICULADO,7,,0,,0,,0,DIURNA  (D),1303,4341,302,459,362,4763,41,55,8,11634,3698,1345,16677,"Av. Carlos Lacerda, 2.551",168,Setembro
72,5318-22_1,5318-22,1,PRAÇA DA SÉ - CHÁCARA SANTO ANTÔNIO,16018.75,2006,2000,06:04,08:21,AREA 7,CONCESSAO,CAMPO BELO,,CONS. SETE,SUBSISTEMA ESTRUTURAL,7,0,0,0,3,0,0,0,7,BIARTICULADO,7,,0,,0,,0,DIURNA  (D),371,578,195,138,89,629,7,1771,16,3794,4588,571,8953,"Estrada de Itapecerica, 1290",114,Setembro
73,5362-10_1,5362-10,1,PQ. RES. COCAIA - PÇA. DA SÉ,32749.02,1980,1980,04:00,22:30,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,38,15132,9865,6646,6,6,5,5,93,PADRON,6,ARTICULADO,32,,0,,0,DIURNA  (D),2962,1016,6015,8211,4931,8450,907,6007,277,242095,1086,4279,393494,"Rua Elisia Gonçalves Barcelos, 93",267,Setembro
74,5362-10_2,5362-10,2,PQ. RES. COCAIA - PÇA. DA SÉ,34909.63,1980,1980,05:15,23:45,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,38,15132,9865,6646,6,6,5,5,94,PADRON,6,ARTICULADO,32,,0,,0,DIURNA  (D),2962,1016,6015,8211,4931,8450,907,6007,277,242095,1086,4279,393494,"Rua Elisia Gonçalves Barcelos, 93",267,Setembro
75,5362-21_1,5362-21,1,GRAJAU - PÇA. DA SÉ,30230.19,1987,1980,05:00,06:20,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,5,0,0,0,3,0,0,0,5,PADRON,2,ARTICULADO,3,,0,,0,DIURNA  (D),597,3308,224,219,119,3000,49,7,1,7524,2231,767,10522,"Rua Elisia Gonçalves Barcelos, 93",238,Setembro
76,5362-22_1,5362-22,1,JD. ELIANA - PÇA. DA SÉ,31341.37,2006,2000,05:40,07:10,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,5,0,0,0,2,0,0,0,5,PADRON,2,ARTICULADO,3,,0,,0,DIURNA  (D),1082,4312,244,351,120,2905,21,6,6,9047,2444,1047,12538,"Rua Elisia Gonçalves Barcelos, 93",249,Setembro
77,5362-23_1,5362-23,1,PQ. RES. COCAIA - VICENTE RAO,36700.56,2009,2000,04:00,22:00,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,14,8870,3,0,6,0,4,0,81,PADRON,2,ARTICULADO,12,,0,,0,DIURNA  (D),1070,4803,3300,4969,3349,3845,440,2240,121,111621,6531,2250,199448,"Rua Elisia Gonçalves Barcelos, 93",293,Setembro
78,5362-41_2,5362-41,2,PQ. RES. COCAIA - PQ. DO IBIRAPUERA,29789.74,2002,2000,15:35,19:20,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,0,0,0,0,0,0,3,0,10,PADRON,0,ARTICULADO,0,,0,,0,DIURNA  (D),1716,7152,350,312,234,5036,60,558,9,15427,8556,1709,25692,"Rua Elisia Gonçalves Barcelos, 93",237,Setembro
79,1741-10_2,1741-10,2,VILA DIONISIA - METRÔ SANTANA,7756.93,1978,1970,05:15,00:45,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,11,8631,5352,3025,8,7,7,5,99,B-SICO,11,,0,,0,,0,DIURNA  (D),1822,4464,3241,8270,4152,3509,401,2317,300,137509,4842,2344,209382,"Rua Elza Guimarães, 589",104,Setembro
80,5370-10_1,5370-10,1,TERMINAL VARGINHA - LGO. SAO FRANCISCO,29492.45,2004,2000,04:00,23:30,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,41,26052,16027,8304,14,11,7,9,150,ARTICULADO (23 M),11,PADRON,0,ARTICULADO,30,,0,DIURNA  (D),2702,1175,9759,1195,1054,1039,965,6588,427,288827,2026,7303,564562,"Rua Elisia Gonçalves Barcelos, 93",218,Setembro
81,5370-10_2,5370-10,2,TERMINAL VARGINHA - LGO. SAO FRANCISCO,31188.66,2004,2000,05:05,00:35,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,41,26052,16027,8304,11,14,9,7,149,ARTICULADO (23 M),11,PADRON,0,ARTICULADO,30,,0,DIURNA  (D),2702,1175,9759,1195,1054,1039,965,6588,427,288827,2026,7303,564562,"Rua Elisia Gonçalves Barcelos, 93",234,Setembro
82,5370-21_1,5370-21,1,TERMINAL VARGINHA - PQ. DO IBIRAPUERA,24976.64,2005,2000,05:05,06:55,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,8,0,0,0,4,0,0,3,7,ARTICULADO,8,,0,,0,,0,DIURNA  (D),1569,1193,891,629,727,8394,104,449,16,24713,1777,3256,45745,"Rua Elisia Gonçalves Barcelos, 93",196,Setembro
83,5370-21_2,5370-21,2,TERMINAL VARGINHA - PQ. DO IBIRAPUERA,25814.13,2005,2000,15:35,19:20,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,8,0,0,0,0,4,3,0,10,ARTICULADO,8,,0,,0,,0,DIURNA  (D),1569,1193,891,629,727,8394,104,449,16,24713,1777,3256,45745,"Rua Elisia Gonçalves Barcelos, 93",208,Setembro
84,5370-22_2,5370-22,2,TERMINAL VARGINHA - BORBA GATO,18464.44,2008,2000,22:50,22:50,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,0,0,0,0,0,0,0,0,1,ARTICULADO,0,,0,,0,,0,DIURNA  (D),35,233,44,123,45,354,4,13,0,851,329,137,1317,"Rua Elisia Gonçalves Barcelos, 93",152,Setembro
85,5391-10_1,5391-10,1,JD. ANGELA - LGO SÃO FRANCISCO,25136.44,1979,1970,04:00,23:25,AREA 7,CONCESSAO,VIP,,CONS. SETE,SUBSISTEMA ESTRUTURAL,27,23185,16327,9877,10,6,5,9,122,ARTICULADO,27,,0,,0,,0,DIURNA  (D),2716,1080,8680,8531,7665,1013,1172,1115,388,274103,1883,4475,507178,"Av. de Pinedo, 414",189,Setembro
86,5391-10_2,5391-10,2,JD. ANGELA - LGO SÃO FRANCISCO,25823.97,1979,1970,05:00,00:30,AREA 7,CONCESSAO,VIP,,CONS. SETE,SUBSISTEMA ESTRUTURAL,27,23185,16327,9877,6,10,9,5,119,ARTICULADO,27,,0,,0,,0,DIURNA  (D),2716,1080,8680,8531,7665,1013,1172,1115,388,274103,1883,4475,507178,"Av. de Pinedo, 414",183,Setembro
87,5391-21_1,5391-21,1,TERM GUARAPIRANGA - LARGO SÃO FRANCISCO,19584.17,2007,2000,04:30,08:00,AREA 7,CONCESSAO,VIP,,CONS. SETE,SUBSISTEMA ESTRUTURAL,7,0,0,0,3,0,0,0,11,ARTICULADO,7,,0,,0,,0,DIURNA  (D),571,2530,341,232,215,2125,21,220,8,6263,8551,1308,16122,"Av. de Pinedo, 414",141,Setembro
88,5391-22_1,5391-22,1,MOEMA - JD. ANGELA,18903.12,2008,2000,18:00,18:40,AREA 7,CONCESSAO,VIP,,CONS. SETE,SUBSISTEMA ESTRUTURAL,0,0,0,0,0,0,3,0,3,ARTICULADO,0,,0,,0,,0,DIURNA  (D),339,1897,131,112,137,1877,18,369,9,4889,2265,418,7572,"Av. de Pinedo, 414",146,Setembro
89,546A-10_1,546A-10,1,JD. APURA - SANTO AMARO,12504.01,1992,1990,04:10,23:30,AREA 6,PERMISSAO,COOPERLIDER,,A2 Transportes,SUBSISTEMA LOCAL,27,7642,6089,3359,6,5,5,5,86,MINIÔNIBUS,27,,0,,0,,0,DIURNA  (D),1488,4066,3387,5335,4658,3140,254,1346,127,102060,5822,3838,198667,"Estrada do Alvarenga, 999",125,Setembro
90,1741-21_1,1741-21,1,CONS. MOREIRA BARROS - METRÔ SANTANA,5522.66,1988,1980,06:45,07:15,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,1,0,0,0,1,0,0,0,2,B-SICO,1,,0,,0,,0,DIURNA  (D),111,716,57,114,57,597,18,0,3,1673,51,128,1852,"Rua Elza Guimarães, 589",82,Setembro
91,546A-10_2,546A-10,2,JD. APURA - SANTO AMARO,13344.48,1992,1990,04:50,00:10,AREA 6,PERMISSAO,COOPERLIDER,,A2 Transportes,SUBSISTEMA LOCAL,27,7642,6089,3359,5,6,5,5,86,MINIÔNIBUS,27,,0,,0,,0,DIURNA  (D),1488,4066,3387,5335,4658,3140,254,1346,127,102060,5822,3838,198667,"Estrada do Alvarenga, 999",150,Setembro
92,546A-31_1,546A-31,1,JD. APURA - SANTO AMARO,13399.59,1999,1990,04:00,23:05,AREA 6,PERMISSAO,COOPERLIDER,,A2 Transportes,SUBSISTEMA LOCAL,12,6814,5751,2995,5,5,5,5,85,MINIÔNIBUS,12,,0,,0,,0,DIURNA  (D),1252,3851,3181,4430,4011,2908,143,1187,149,93223,5339,3407,180697,"Estrada do Alvarenga, 999",126,Setembro
93,546A-31_2,546A-31,2,JD. APURA - SANTO AMARO,14054.68,1999,1990,04:40,23:45,AREA 6,PERMISSAO,COOPERLIDER,,A2 Transportes,SUBSISTEMA LOCAL,12,6814,5751,2995,5,5,5,5,85,MINIÔNIBUS,12,,0,,0,,0,DIURNA  (D),1252,3851,3181,4430,4011,2908,143,1187,149,93223,5339,3407,180697,"Estrada do Alvarenga, 999",149,Setembro
94,546J-10_1,546J-10,1,JD. SELMA - STO. AMARO,11836.23,1987,1980,04:30,23:30,AREA 6,PERMISSAO,COOPERLIDER,,A2 Transportes,SUBSISTEMA LOCAL,25,8728,7982,6283,6,6,6,6,113,MIDIÔNIBUS,25,,0,,0,,0,DIURNA  (D),1870,4742,3615,5040,5190,4262,506,1347,170,124617,7500,3888,238508,"Estrada do Alvarenga, 999",137,Setembro
95,546J-10_2,546J-10,2,JD. SELMA - STO. AMARO,12228.53,1987,1980,05:20,00:20,AREA 6,PERMISSAO,COOPERLIDER,,A2 Transportes,SUBSISTEMA LOCAL,25,8728,7982,6283,6,6,6,6,113,MIDIÔNIBUS,25,,0,,0,,0,DIURNA  (D),1870,4742,3615,5040,5190,4262,506,1347,170,124617,7500,3888,238508,"Estrada do Alvarenga, 999",145,Setembro
96,546J-31_1,546J-31,1,JD. SELMA - STO. AMARO,9440.02,2004,2000,04:30,23:00,AREA 6,PERMISSAO,COOPERLIDER,,A2 Transportes,SUBSISTEMA LOCAL,12,8743,6126,31,7,6,7,7,105,MIDIÔNIBUS,12,,0,,0,,0,DIURNA  (D),1339,3916,2387,5329,4431,3351,468,1856,193,100740,5872,3294,192404,"Estrada do Alvarenga, 999",116,Setembro
97,546J-31_2,546J-31,2,JD. SELMA - STO. AMARO,10472.89,2004,2000,05:10,23:40,AREA 6,PERMISSAO,COOPERLIDER,,A2 Transportes,SUBSISTEMA LOCAL,12,8743,6126,31,6,7,7,7,105,MIDIÔNIBUS,12,,0,,0,,0,DIURNA  (D),1339,3916,2387,5329,4431,3351,468,1856,193,100740,5872,3294,192404,"Estrada do Alvarenga, 999",127,Setembro
98,546J-41_2,546J-41,2,JD. SELMA - COLEGIO STA. MARIA,7475.7,1997,1990,22:35,22:35,AREA 6,,,,A2 Transportes,SUBSISTEMA LOCAL,0,0,0,0,0,0,0,0,1,MIDIÔNIBUS,0,,0,,0,,0,DIURNA  (D),0,0,0,0,0,0,0,0,0,0,0,0,0,"Estrada do Alvarenga, 999",88,Setembro
99,546L-10_1,546L-10,1,JD. LUSO - TERMINAL SANTO AMARO,14049.09,1978,1970,04:10,23:40,AREA 6,CONCESSAO,MOBIBRASIL,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,14,9955,5011,4040,8,5,6,6,86,B-SICO,14,,0,,0,,0,DIURNA  (D),1671,4340,3527,1036,6492,4624,476,5119,130,132475,7707,2910,238647,"Estrada do Alvarenga, 4000 A",142,Setembro
100,546L-10_2,546L-10,2,JD. LUSO - TERMINAL SANTO AMARO,15643.92,1978,1970,05:00,23:50,AREA 6,CONCESSAO,MOBIBRASIL,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,14,9955,5011,4040,5,8,6,6,84,B-SICO,14,,0,,0,,0,DIURNA  (D),1671,4340,3527,1036,6492,4624,476,5119,130,132475,7707,2910,238647,"Estrada do Alvarenga, 4000 A",143,Setembro
101,1742-10_1,1742-10,1,JD. ANTARTICA - METRÔ SANTANA,9940.14,2002,2000,05:00,23:40,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,12,9041,5537,2101,8,8,5,7,95,B-SICO,12,,0,,0,,0,DIURNA  (D),1744,4687,3680,6467,4826,3719,245,1892,146,135805,5742,3341,226643,"Rua Elza Guimarães, 589",119,Setembro
102,546L-41_2,546L-41,2,JD. LUSO - COLEGIO STA. MARIA,7318.03,1997,1990,22:35,22:35,AREA 6,CONCESSAO,MOBIBRASIL,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,0,0,0,0,0,0,0,0,1,B-SICO,0,,0,,0,,0,DIURNA  (D),117,247,37,370,77,277,1,20,0,1146,341,202,1689,"Estrada do Alvarenga, 4000 A",82,Maio
103,546T-10_1,546T-10,1,VILA GUACURI - TERM. SANTO AMARO,13651.36,1978,1970,04:00,23:25,AREA 6,CONCESSAO,MOBIBRASIL,COOPERLIDER,A2 Transportes,SUBSISTEMA LOCAL,34,11823,8552,6039,17,12,12,17,212,MIDIÔNIBUS,34,,0,,0,,0,DIURNA  (D),4527,1195,1086,1476,1280,9326,887,5801,381,298410,1992,8940,573230,"Estrada do Alvarenga, 999",144,Setembro
104,546T-10_2,546T-10,2,VILA GUACURI - TERM. SANTO AMARO,14545.58,1978,1970,04:45,00:15,AREA 6,CONCESSAO,MOBIBRASIL,COOPERLIDER,A2 Transportes,SUBSISTEMA LOCAL,34,11823,8552,6039,12,17,17,12,212,MIDIÔNIBUS,34,,0,,0,,0,DIURNA  (D),4527,1195,1086,1476,1280,9326,887,5801,381,298410,1992,8940,573230,"Estrada do Alvarenga, 999",169,Setembro
105,5611-10_1,5611-10,1,ELDORADO - PÇA. JOÃO MENDES,26151.46,1982,1980,04:00,23:45,AREA 6,CONCESSAO,TUPI,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,12,7781,4915,4390,5,5,3,4,60,B-SICO,0,PADRON,7,ARTICULADO,5,,0,DIURNA  (D),1836,4313,3510,5598,3557,3737,226,3271,124,115161,5715,2518,197499,"Rua Jorge Duprat Figueiredo, 148",203,Setembro
106,5611-10_2,5611-10,2,ELDORADO - PÇA. JOÃO MENDES,29568.92,1982,1980,05:10,23:45,AREA 6,CONCESSAO,TUPI,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,12,7781,4915,4390,5,5,4,3,58,B-SICO,0,PADRON,7,ARTICULADO,5,,0,DIURNA  (D),1836,4313,3510,5598,3557,3737,226,3271,124,115161,5715,2518,197499,"Rua Jorge Duprat Figueiredo, 148",259,Setembro
107,5614-10_1,5614-10,1,ELDORADO - PÇA. JOÃO MENDES,28278.22,2005,2000,04:15,23:15,AREA 6,CONCESSAO,TUPI,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,14,8499,5259,4150,5,4,3,4,59,B-SICO,14,,0,,0,,0,DIURNA  (D),2417,4520,3103,5585,3256,4216,244,4268,103,128100,5396,2520,207270,"Rua Jorge Duprat Figueiredo, 148",226,Setembro
108,5614-10_2,5614-10,2,ELDORADO - PÇA. JOÃO MENDES,30462.02,2005,2000,05:00,00:45,AREA 6,CONCESSAO,TUPI,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,14,8499,5259,4150,4,5,4,3,62,B-SICO,14,,0,,0,,0,DIURNA  (D),2417,4520,3103,5585,3256,4216,244,4268,103,128100,5396,2520,207270,"Rua Jorge Duprat Figueiredo, 148",250,Setembro
109,5630-10_1,5630-10,1,TERMINAL GRAJAÚ - METRÔ BRÁS,26652.12,1996,1990,04:10,23:30,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,42,28731,16790,11705,17,11,7,10,155,ARTICULADO (23 M),7,PADRON,7,ARTICULADO,28,,0,DIURNA  (D),3904,1340,1150,1253,8999,1126,1386,1944,556,340171,2659,7641,682526,"Rua Elisia Gonçalves Barcelos, 93",176,Setembro
110,5630-10_2,5630-10,2,TERMINAL GRAJAÚ - METRÔ BRÁS,30227.42,1996,1990,05:10,23:40,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,42,28731,16790,11705,11,17,10,7,151,ARTICULADO (23 M),7,PADRON,7,ARTICULADO,28,,0,DIURNA  (D),3904,1340,1150,1253,8999,1126,1386,1944,556,340171,2659,7641,682526,"Rua Elisia Gonçalves Barcelos, 93",229,Setembro
111,5630-21_1,5630-21,1,CIDADE DUTRA - LGO. SAO FRANCISCO,21344.57,2007,2000,05:15,09:35,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,7,0,0,0,4,0,0,2,13,PADRON,7,,0,,0,,0,DIURNA  (D),1494,6741,683,717,449,5544,69,107,19,15823,1146,2525,29816,"Rua Elisia Gonçalves Barcelos, 93",132,Setembro
112,1024-10_2,1024-10,2,JD. CAROMBE - CONEXÃO PETRÔNIO PORTELA,7042.43,2015,2010,04:15,01:15,AREA 1,PERMISSAO,FENIX,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,23,0,0,0,13,20,20,11,226,MINIÔNIBUS,23,,0,,0,,0,DIURNA  (D),1358,7410,4562,5580,7780,6335,764,1445,294,171466,1159,5214,339552,"Rua Andresa, 101",65,Setembro
113,1742-10_2,1742-10,2,JD. ANTARTICA - METRÔ SANTANA,10279.75,2002,2000,05:30,00:25,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,12,9041,5537,2101,8,8,7,5,98,B-SICO,12,,0,,0,,0,DIURNA  (D),1744,4687,3680,6467,4826,3719,245,1892,146,135805,5742,3341,226643,"Rua Elza Guimarães, 589",126,Setembro
114,5630-21_2,5630-21,2,CIDADE DUTRA - LGO. SAO FRANCISCO,23467.99,2007,2000,17:00,19:30,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,7,0,0,0,0,4,2,0,6,PADRON,7,,0,,0,,0,DIURNA  (D),1494,6741,683,717,449,5544,69,107,19,15823,1146,2525,29816,"Rua Elisia Gonçalves Barcelos, 93",167,Setembro
115,5632-10_1,5632-10,1,V. SAO JOSE - LGO. SAO FRANCISCO,28376.69,1979,1970,04:30,22:05,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,19,9054,5325,193,5,5,4,5,70,PADRON,19,,0,,0,,0,DIURNA  (D),1406,4854,3187,4119,2669,4361,472,2843,187,119704,4758,2887,196158,"Rua Elisia Gonçalves Barcelos, 93",241,Setembro
116,5632-10_2,5632-10,2,V. SAO JOSE - LGO. SAO FRANCISCO,29294.96,1979,1970,05:35,23:10,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,19,9054,5325,193,5,5,5,4,71,PADRON,19,,0,,0,,0,DIURNA  (D),1406,4854,3187,4119,2669,4361,472,2843,187,119704,4758,2887,196158,"Rua Elisia Gonçalves Barcelos, 93",226,Setembro
117,5632-21_1,5632-21,1,JD. IPORANGA - LGO. SAO FRANCISCO,25707.78,1984,1980,05:35,06:15,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,3,0,0,0,2,0,0,0,3,PADRON,3,,0,,0,,0,DIURNA  (D),239,1532,74,118,69,1536,2,41,16,3627,753,408,4788,"Rua Elisia Gonçalves Barcelos, 93",205,Setembro
118,5632-22_1,5632-22,1,V. SAO JOSE - TERM. SANTO AMARO,13539.57,2013,2010,05:50,22:15,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,5,0,0,0,3,3,3,3,45,PADRON,5,,0,,0,,0,DIURNA  (D),576,1400,122,75,90,1214,11,32,11,3531,2196,1408,7135,"Rua Elisia Gonçalves Barcelos, 93",153,Setembro
119,5632-22_2,5632-22,2,V. SAO JOSE - TERM. SANTO AMARO,13122.42,2013,2010,06:25,23:00,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,5,0,0,0,3,3,3,3,45,PADRON,5,,0,,0,,0,DIURNA  (D),576,1400,122,75,90,1214,11,32,11,3531,2196,1408,7135,"Rua Elisia Gonçalves Barcelos, 93",119,Setembro
120,5632-51_1,5632-51,1,JD. ALPINO - LGO. SAO FRANCISCO,29108.85,2000,2000,05:30,06:30,AREA 6,CONCESSAO,CIDADE DUTRA,,CONS. UNISUL,SUBSISTEMA ESTRUTURAL,3,0,0,0,2,0,0,0,3,PADRON,3,,0,,0,,0,DIURNA  (D),407,2238,94,195,85,1661,8,43,2,4733,919,726,6378,"Rua Elisia Gonçalves Barcelos, 93",247,Setembro
